Name,Gender,Age,Income,Expenses,Savings,FinancialGoal,RiskAppetite,ESGScore,SustainableInvestments,EducationLevel,EmploymentStatus,InvestmentHorizon,EthicalConsiderations
Darren Wang,Male,54,42341.63652691911,34021.840872216446,39388.2965556967,196377.990414301,0.9945650658851473,18.78465520500613,No,College,Unemployed,Short Term,Social Responsibility
Matthew Davis,Male,34,99611.44352855618,45307.83454234712,24376.463272996047,136395.05156787275,0.7636754136536322,77.01310660088791,No,Graduate,Employed,Medium Term,Social Responsibility
Lawrence Robinson,Female,59,97784.20208919611,30164.404774126575,37664.04576268264,70599.41029726327,0.15126474615689145,69.79412691122879,Yes,Graduate,Self-Employed,Medium Term,Governance
Mr. John Garcia Jr.,Female,31,41983.16080675909,25386.505549748166,32378.601661566754,175464.06384336844,0.8530336612675548,20.958475350350735,No,College,Employed,Medium Term,Environmental Impact
Daniel Davis,Male,54,119364.61397217466,49180.03040820172,30341.511626192783,168965.2504919825,0.657419477676244,44.99719355474719,Yes,High School,Unemployed,Medium Term,Environmental Impact
James Perez,Female,44,42856.77601514045,46636.40966788397,14626.76612196742,164634.18235509083,0.7982201832532108,55.84468173243409,No,High School,Unemployed,Long Term,Social Responsibility
Christopher Rich,Male,57,77745.74488920129,40494.9862504717,39456.869883542815,138962.78795612714,0.05322218827098568,37.47001673202978,Yes,Graduate,Unemployed,Medium Term,Governance
Brian Clarke,Male,58,30762.72677577086,20943.83519824445,46676.61151666958,100325.55915030303,0.14862080704098313,57.75084486138091,No,High School,Unemployed,Short Term,Environmental Impact
Kyle Powell,Female,19,88501.81918420261,48543.741507190105,16434.010723236086,68111.82343277338,0.2298605455692211,12.834564079025334,No,College,Unemployed,Short Term,Social Responsibility
Ann Compton,Female,49,69608.94787018668,48819.66599648402,48274.32990341005,71185.52039289856,0.035862248169239774,94.33540011778851,No,High School,Self-Employed,Medium Term,Environmental Impact
Eric Riley,Female,58,95018.88237278901,28113.82824325467,25137.49050492122,112273.1486350866,0.2602239635851603,0.9681154040993789,No,Graduate,Employed,Long Term,Social Responsibility
Amanda Rivera,Male,52,86527.20345068123,15334.873240643741,22869.075276023174,154444.3678519808,0.7059628625745538,81.04013849709042,No,High School,Employed,Long Term,Environmental Impact
Debra Smith,Male,36,43623.67177598529,26509.81891230477,37684.09752517812,133011.15948521285,0.43642986652272964,83.42988815505984,Yes,Graduate,Unemployed,Long Term,Environmental Impact
Mary Rogers,Male,59,67053.89049237102,38000.57139588501,49233.04120303465,115799.18180813409,0.9952017433581889,33.98222418538528,No,College,Self-Employed,Medium Term,Environmental Impact
Mr. Patrick Peters,Female,37,91790.95528881659,39937.074635116645,31809.32719807036,188851.32958961927,0.9272063411393074,41.9147315813,Yes,College,Unemployed,Short Term,Governance
Joseph Smith,Female,48,107396.62721419349,21956.52539821697,28292.421147814814,56104.8341542902,0.040791708540317995,68.57628058837815,Yes,Graduate,Self-Employed,Medium Term,Social Responsibility
Shannon Allen,Male,33,37801.92301193897,38059.7724162954,49703.540429954264,64995.17760170878,0.356520116245885,40.33687171551702,Yes,High School,Self-Employed,Long Term,Social Responsibility
Jason Campbell,Female,61,39041.86012298749,44428.30184516632,18582.87442695794,177105.00653705889,0.709029142266918,77.86434046217695,Yes,College,Unemployed,Short Term,Environmental Impact
Jimmy Murphy,Female,43,97720.10818931572,38474.974255805806,18515.028277767815,141866.2257970844,0.48519951446175347,53.76040063771397,Yes,High School,Unemployed,Long Term,Governance
Richard Jackson,Female,37,83061.65259853618,47420.48309850143,14984.901656709804,166649.2456470657,0.4929885500110006,32.607951452549614,No,High School,Employed,Medium Term,Governance
Brittany Powell,Female,47,64562.87184088086,35303.331380290554,43507.419147869274,52344.54894024163,0.8458383509499129,2.3239840325544936,Yes,Graduate,Employed,Long Term,Social Responsibility
Bernard Cooper,Male,22,116692.38394979377,18035.563293013776,5976.561715591979,123045.12122354202,0.8668793003861137,78.53578107968642,No,High School,Self-Employed,Medium Term,Environmental Impact
Jeffrey Bond,Female,62,58305.33013639524,34966.703568215526,41987.29651012015,50952.43678304254,0.123654234033855,92.21441905136014,No,Graduate,Self-Employed,Medium Term,Environmental Impact
Kimberly Rogers,Male,21,42584.71699283103,21623.17981917003,36037.36327592422,76911.92842215704,0.0935778782049842,15.369123948546736,No,Graduate,Unemployed,Long Term,Social Responsibility
Kristy Reed,Male,28,54927.08912503609,23811.743235943242,17418.071153462253,63371.1860031723,0.8681731096216772,95.26375457216602,Yes,High School,Self-Employed,Short Term,Governance
Jessica Page,Male,46,37582.3844398188,36894.948522052684,29914.84189783943,147763.36877837463,0.18065496411140003,33.02505282177841,No,High School,Employed,Medium Term,Governance
Jessica Weaver,Female,44,79805.6968606257,49253.41984939469,30034.53884780458,183037.27129518785,0.16829500161064148,62.9839307063414,Yes,College,Unemployed,Medium Term,Environmental Impact
Donald Haas,Female,48,84000.70805032676,36003.45551227912,46666.51025952795,112433.33633263057,0.5087377639306467,60.30027859937562,No,Graduate,Employed,Long Term,Governance
Gary Mcclain,Male,47,84683.37890239709,48333.05811220786,11962.165379844017,171111.77048710067,0.2727915537599279,60.78372714957499,No,High School,Employed,Medium Term,Social Responsibility
Tammy Strong,Female,31,100107.26872619339,30155.737561729988,6698.133503769643,165884.4062790414,0.8908945222432738,86.69447555458983,No,High School,Unemployed,Long Term,Environmental Impact
Paul Kemp,Male,39,92142.84675131884,37772.478949093056,21004.50889784708,153853.7496256371,0.585677401813836,98.01721154251587,No,High School,Self-Employed,Long Term,Environmental Impact
Alexandra Rodriguez,Female,56,106310.28939959631,22895.255896554205,11228.36870643845,80924.03278844936,0.5835473909825425,20.42046185485472,No,College,Employed,Long Term,Social Responsibility
Frank Gray,Male,27,89256.48330766294,14616.210091345016,21518.730186172874,145973.85555984423,0.9716273546526262,39.06361465432438,Yes,College,Employed,Long Term,Governance
Elizabeth Tucker,Female,38,57148.44002194787,24089.512098515093,31197.00678619415,128463.02961977474,0.5260154065999957,53.44905807557243,Yes,High School,Self-Employed,Short Term,Environmental Impact
Katherine Patrick,Female,63,76597.42150175138,29214.796895625073,15484.736684940548,111804.6986750369,0.5707878111345235,18.833867814226192,Yes,High School,Employed,Short Term,Environmental Impact
Courtney Davis,Female,38,75857.03095032413,32825.52777012397,41498.340655219625,190713.44156699136,0.41641899138996896,10.863835609586058,Yes,High School,Employed,Medium Term,Governance
Katherine Huang,Female,64,97305.92768831245,36686.28952208866,9135.730457841768,141580.6982945728,0.07683546279488074,56.95150119210641,No,College,Unemployed,Long Term,Environmental Impact
Lindsey Shelton,Female,40,56598.784611786,26699.117325020874,22990.921181499376,55643.181796675875,0.7682534269847778,45.15353265330441,No,College,Unemployed,Short Term,Governance
Timothy Decker,Male,43,34911.221791372765,39914.74893506348,46304.68115050105,77000.07004722813,0.6769085160963626,89.4743794982474,No,High School,Self-Employed,Medium Term,Governance
Catherine Wheeler,Male,26,110812.13043212907,43655.572096676464,38041.967924491095,124983.14523553454,0.8873676980186833,9.324150660204634,No,College,Employed,Short Term,Social Responsibility
Pamela Price,Female,41,115920.43602124375,21437.11920901454,37561.12370350317,192544.70961692318,0.025962168606230906,10.431317742828671,Yes,High School,Employed,Short Term,Governance
Sarah Parker,Male,50,74539.89479489402,43892.04365682195,40680.6887441426,144078.74810675188,0.6813123448292498,55.29067753079242,No,College,Self-Employed,Short Term,Social Responsibility
Mary Butler,Female,53,40146.92963434277,42332.19117306784,12780.612088534515,167387.45454832885,0.6806394094377081,3.2059154111704347,Yes,High School,Self-Employed,Long Term,Social Responsibility
Kelly Hobbs,Male,24,74962.42871453919,30909.199448368094,42156.73599731985,102178.03502692193,0.39416980276672764,68.90245497477345,No,College,Self-Employed,Long Term,Environmental Impact
Lisa Griffin,Male,38,83453.67913239507,11010.885650178883,36031.77954724546,50685.50619227111,0.5903384978260728,48.861332257716725,Yes,High School,Unemployed,Short Term,Social Responsibility
Thomas Peterson,Female,33,77545.78508425658,15813.068465311822,30930.460779951412,85345.85109938256,0.951219850078746,18.669210522620926,Yes,College,Self-Employed,Short Term,Social Responsibility
Jacqueline Collins,Female,47,117992.72530590021,36810.16715067768,45844.503896619244,67626.1734067688,0.8369772085811074,6.94910355757572,Yes,Graduate,Employed,Short Term,Governance
Julie Thomas,Female,25,118819.427955887,17996.096690588674,31785.404115181103,129529.85313921214,0.15377546868379788,96.29945560238816,Yes,High School,Employed,Medium Term,Governance
Karen Rivera,Male,35,114053.19615067943,40007.400746802145,18517.69642294736,64352.57824389741,0.08106323674494897,28.381762061932903,Yes,High School,Self-Employed,Short Term,Environmental Impact
Nicholas Robertson,Male,46,41878.45926594318,16437.4157737292,37885.521288032476,104285.19568897529,0.8306992255725462,23.30394259922618,Yes,Graduate,Employed,Short Term,Governance
Richard Lee,Male,33,107473.26035430728,21464.621926364398,30932.76632703524,164169.23588527233,0.6595393231500319,65.95698932140745,Yes,College,Unemployed,Medium Term,Governance
Jacqueline Lindsey,Male,27,81154.23498956648,20022.440298327318,8531.482816528423,130958.42395820552,0.45405551514295284,6.997943263250351,No,College,Unemployed,Medium Term,Governance
Claudia Ross,Female,24,62887.12165632888,43575.27257860685,7516.521897049373,82891.42004871665,0.9552015309730055,5.745318061599325,Yes,College,Employed,Short Term,Governance
Traci Bullock,Female,21,91464.78441021836,37623.7940145604,39690.56766515623,165549.6924666288,0.5942042593509428,51.853168018942384,Yes,Graduate,Unemployed,Long Term,Governance
Douglas Daniels,Male,36,98645.33441060272,21805.62263846424,20656.859312881992,148899.07375884283,0.005805360745094079,17.182571684399296,No,College,Unemployed,Long Term,Environmental Impact
Kenneth Sullivan,Male,42,115900.76855467977,40143.757921806595,41771.3765020944,91463.98758858704,0.9697705138016268,85.97073473767372,No,High School,Unemployed,Medium Term,Social Responsibility
Krystal Hawkins,Male,57,99333.03443021525,11292.255329693086,23743.477067806372,79057.84895197948,0.6561727570173506,41.08612343006228,No,High School,Self-Employed,Short Term,Social Responsibility
Jennifer Brown,Male,44,31502.04615937706,42561.04870217875,44052.399362804914,169491.94574641145,0.9508959684752076,15.703545503016647,Yes,College,Self-Employed,Long Term,Governance
Thomas Munoz,Female,33,36077.93123454905,14099.200253519064,44140.39313545489,152786.56316226162,0.32491546830101603,11.074394828928757,Yes,High School,Unemployed,Long Term,Environmental Impact
Kristen Cordova,Female,28,53596.67494458603,44721.41494617641,15202.295211296821,195286.075671931,0.7315452173338912,53.64530192197352,Yes,High School,Employed,Medium Term,Social Responsibility
Deanna Christensen,Female,38,33584.41757434708,39579.699206913996,34375.063242215794,121161.92597618121,0.734319559535968,47.82511423762348,Yes,Graduate,Unemployed,Medium Term,Social Responsibility
Kristina Valdez,Female,54,35442.19736293851,44593.6594081841,32103.573544244413,76448.57260557963,0.9574027791398276,6.876299075031945,Yes,Graduate,Unemployed,Short Term,Governance
Courtney Robles,Male,64,101036.09990937823,39696.50943491442,5514.547143317159,150521.3952690434,0.5691584358313694,95.50967656343244,No,Graduate,Employed,Medium Term,Environmental Impact
Pamela Valentine,Female,38,75594.95438474344,32450.822111632424,39983.83781648213,56467.34020191536,0.21136686103998747,86.56994939333177,No,Graduate,Unemployed,Short Term,Social Responsibility
Matthew Murray,Male,30,86571.36264545185,19503.818902648178,22211.913298336847,146729.1254895103,0.0486822486039844,12.99322833899339,No,High School,Self-Employed,Medium Term,Social Responsibility
Bobby Moore,Female,28,75094.40689563676,41372.286914835466,18715.25267956593,92759.6780019884,0.6436440295201094,20.567700497625154,No,High School,Self-Employed,Medium Term,Governance
Robert Joseph,Female,49,67388.87949378617,41952.87009958282,6853.201347360344,115200.74634035875,0.32317084668686213,43.22006763361104,No,College,Unemployed,Long Term,Governance
Kathryn Jones,Female,50,93162.95747611647,21505.54618028881,29296.837824740112,100144.1943833448,0.05553502398580301,70.96716140567707,Yes,College,Employed,Long Term,Governance
Leslie Nunez,Male,47,37418.503073218126,36579.742743664945,11731.100862528556,170773.0511837597,0.07072408904996674,47.47800242810044,No,College,Employed,Medium Term,Governance
Jason Miller,Female,49,78290.83344630137,47059.39244675118,27608.072470125473,163761.20312491164,0.951900188641932,60.370944868841306,Yes,Graduate,Self-Employed,Long Term,Social Responsibility
Brandi Walker,Male,37,85444.23501000732,25502.185945679612,14935.872866912832,56497.62239801261,0.3813909299116657,93.91542547219525,No,Graduate,Self-Employed,Medium Term,Social Responsibility
Cameron Key,Female,49,54972.09621611041,48268.07880047307,7273.391636562238,161062.5327219701,0.39885849695774833,58.749195339510464,No,Graduate,Self-Employed,Long Term,Environmental Impact
Aaron Shaw,Female,19,57891.619705497775,49032.90888224505,37921.03581042236,188729.20185777618,0.17801080077946274,50.24750211594405,Yes,High School,Employed,Medium Term,Environmental Impact
Melissa Watson,Male,23,76017.42284657984,22506.159235785366,22679.721703356583,76383.14123233288,0.9650493098115733,68.48359291177722,Yes,High School,Self-Employed,Long Term,Environmental Impact
Harold Daniel,Female,43,48287.774456204505,32084.983901322543,25052.730618996982,167823.80271226005,0.8655155107298289,27.544097752647644,No,Graduate,Employed,Long Term,Social Responsibility
Danielle Gay,Male,50,102725.4072873588,10518.609506985533,31780.948608267812,122759.20940366057,0.08918830767655395,0.744330876384014,Yes,Graduate,Employed,Short Term,Governance
Megan Johnson,Female,47,78275.11556005126,20053.645134892227,27712.820575041565,67409.76281932685,0.852345833243599,14.269198809364125,No,College,Employed,Short Term,Environmental Impact
Allison Hayes,Female,33,65165.83526715147,34822.46782447396,14993.853266813643,184261.8762351198,0.1629406838752545,6.397004294829534,Yes,High School,Unemployed,Medium Term,Governance
Mr. Nicholas Henderson DVM,Male,31,87086.4822617931,41236.99571503542,18040.236312050918,158210.46208383987,0.779492545145722,39.923691455162015,Yes,High School,Unemployed,Long Term,Environmental Impact
Kayla Crawford,Female,55,105107.38222662774,44804.723692853404,22744.50817451297,138905.99933985074,0.2849358889994621,80.75658324870476,Yes,Graduate,Self-Employed,Long Term,Social Responsibility
